season,season_type,week,matchup_key,away_tla,home_tla,stage,analysis_available,best_edge_market,best_edge_side,best_edge_score,best_edge_status,best_edge_label,engine_recommendation,spread_side,spread_score,spread_threshold,spread_status,spread_cleared_threshold,spread_blocked,spread_blockers,spread_signal_sources,spread_conflict_sources,total_side,total_score,total_threshold,total_status,total_cleared_threshold,total_blocked,total_blockers,total_signal_sources,total_conflict_sources,moneyline_status,moneyline_side,moneyline_line,moneyline_away_odds,moneyline_home_odds,moneyline_away_fair_prob,moneyline_home_fair_prob,moneyline_away_model_prob,moneyline_home_model_prob,moneyline_away_edge,moneyline_home_edge,moneyline_away_ev,moneyline_home_ev,moneyline_selected_ev,moneyline_selected_edge,moneyline_market_hold,division_game,conference_game,away_division,home_division,pythagorean_side,market_expectation_side,value_gap_side,overperformance_side,pythagorean_pick_alignment,market_expectation_pick_alignment,value_gap_pick_alignment,overperformance_pick_alignment,pythagorean_wins_delta,vegas_win_total_delta,pythagorean_vs_vegas_delta,actual_vs_pythagorean_delta,expectation_games_tracked_min,expectation_sample_warning,source_health_status,data_quality_status,away_score,home_score,straight_up_winner_side,final_margin_away_minus_home,final_total,bet_result,bet_margin_to_line,bet_line,result_source,warps_joined,warps_spread_side,warps_spread_team,warps_spread_edge_points,warps_spread_edge_bucket,warps_spread_pick_alignment,warps_fair_home_spread,warps_fair_away_spread,warps_home_win_prob,warps_away_win_prob,warps_ml_side,warps_ml_team,warps_ml_edge_prob,warps_ml_ev
2025,REG,11,CHI@MIN,CHI,MIN,final,true,spread,AWAY,4.0,play,🎯 TARGETED PLAY,🎯 TARGETED PLAY: Chicago Bears +3,AWAY,4.0,4.0,playable,true,false,,sharp;team_rating;injury,,OVER,3.0,4.0,lean,false,false,,sharp,,research_thin_sample,AWAY,+130 | -150,130,-150,0.4202,0.5798,0.6381,0.3619,0.2179,-0.2179,0.4676,-0.3968,0.4676,0.2179,0.0348,true,true,NFC North,NFC North,AWAY,NEUTRAL,AWAY,AWAY,aligned,neutral,aligned,aligned,2.22,0.0,2.22,0.86,1,true,OK,OK,19.0,17.0,AWAY,2.0,36.0,win,5.0,3.0,nflverse,true,HOME,MIN,2.06,abs2_to_3,conflict,-5.06,5.06,0.6466,0.3534,HOME,MIN,0.0745,0.0835
2025,REG,13,NO@MIA,NO,MIA,final,true,,,,pass,⚠️ PASS,⚠️ PASS: Edge score did not isolate a playable market,HOME,2.0,4.0,lean,false,false,,sharp;team_rating;injury,,UNDER,2.0,4.0,lean,false,false,,ref_weather_context,,research_thin_sample,AWAY,+230 | -250,230,-250,0.2979,0.7021,0.5874,0.4126,0.2895,-0.2895,0.9383,-0.4223,0.9383,0.2895,0.0173,false,false,NFC South,AFC East,AWAY,HOME,AWAY,HOME,no_pick,no_pick,no_pick,no_pick,3.22,-2.0,5.22,-0.69,1,true,OK,OK,,,,,,,,,,true,AWAY,NO,3.608,abs>=3,non_spread_pick,-1.89,1.89,0.5559,0.4441,AWAY,NO,0.1295,0.3544
2025,REG,13,JAX@TEN,JAX,TEN,final,true,,,,pass,⚠️ PASS,⚠️ PASS: Edge score did not isolate a playable market,AWAY,0.0,4.0,blocked,false,true,sharp spread edge required,team_rating,,OVER,2.0,4.0,lean,false,false,,ref_weather_context,,research_thin_sample,AWAY,-265 | +235,-265,235,0.7086,0.2914,0.768,0.232,0.0594,-0.0594,0.0578,-0.2228,0.0578,0.0594,0.0245,true,true,AFC South,AFC South,AWAY,AWAY,AWAY,NEUTRAL,no_pick,no_pick,no_pick,no_pick,8.8,2.0,6.8,0.48,1,true,OK,OK,,,,,,,,,,true,HOME,TEN,8.017,abs>=3,non_spread_pick,-2.02,2.02,0.5596,0.4404,HOME,TEN,0.2598,0.7907
2025,REG,13,LV@LAC,LV,LAC,final,true,,,,pass,⚠️ PASS,⚠️ PASS: Edge score did not isolate a playable market,HOME,0.0,4.0,blocked,false,true,sharp spread edge required,,,UNDER,-1.0,4.0,lean,false,false,,sharp,ref_weather_context,research_thin_sample,AWAY,+445 | -550,445,-550,0.1782,0.8218,0.2159,0.7841,0.0377,-0.0377,0.1767,-0.0733,0.1767,0.0377,0.0296,true,true,AFC West,AFC West,HOME,HOME,HOME,NEUTRAL,no_pick,no_pick,no_pick,no_pick,-10.55,-3.0,-7.55,-0.38,1,true,OK,OK,,,,,,,,,,true,AWAY,LV,3.829,abs>=3,non_spread_pick,-6.17,6.17,0.6768,0.3232,AWAY,LV,0.1455,0.7452
2025,REG,13,ATL@NYJ,ATL,NYJ,final,true,,,,pass,⚠️ PASS,"⚠️ PASS: Mixed signals, no clear edge identified",,,,blocked,false,true,candidate unavailable,,,,,,blocked,false,true,candidate unavailable,,,research_thin_sample,AWAY,-160 | +145,-160,145,0.6012,0.3988,0.7618,0.2382,0.1606,-0.1606,0.2379,-0.4164,0.2379,0.1606,0.0235,false,false,NFC South,AFC East,AWAY,AWAY,AWAY,AWAY,no_pick,no_pick,no_pick,no_pick,7.71,2.0,5.71,0.54,1,true,OK,OK,,,,,,,,,,true,HOME,NYJ,3.981,abs>=3,non_spread_pick,-0.98,0.98,0.5291,0.4709,HOME,NYJ,0.1287,0.2698
2025,REG,13,MIN@SEA,MIN,SEA,final,true,,,,pass,⚠️ PASS,"⚠️ PASS: Mixed signals, no clear edge identified",,,,blocked,false,true,candidate unavailable,,,,,,blocked,false,true,candidate unavailable,,,research_thin_sample,AWAY,+640 | -800,640,-800,0.132,0.868,0.3515,0.6485,0.2195,-0.2195,1.6011,-0.2704,1.6011,0.2195,0.024,false,true,NFC North,NFC West,HOME,AWAY,HOME,HOME,no_pick,no_pick,no_pick,no_pick,-5.75,1.0,-6.75,-0.88,1,true,OK,OK,,,,,,,,,,true,AWAY,MIN,10.835,abs>=3,non_spread_pick,-1.67,1.67,0.5493,0.4507,AWAY,MIN,0.3137,2.1551
2025,REG,13,LAR@CAR,LAR,CAR,final,true,,,,pass,⚠️ PASS,"⚠️ PASS: Mixed signals, no clear edge identified",,,,blocked,false,true,candidate unavailable,,,,,,blocked,false,true,candidate unavailable,,,research_thin_sample,HOME,-500 | +430,-500,430,0.8154,0.1846,0.7667,0.2333,-0.0487,0.0487,-0.08,0.2366,0.2366,0.0487,0.022,false,true,NFC West,NFC South,AWAY,AWAY,AWAY,NEUTRAL,no_pick,no_pick,no_pick,no_pick,8.89,3.0,5.89,0.48,1,true,OK,OK,,,,,,,,,,true,HOME,CAR,8.594,abs>=3,non_spread_pick,1.41,-1.41,0.4584,0.5416,HOME,CAR,0.2757,1.4064
2025,REG,14,HOU@KC,HOU,KC,final,true,total,UNDER,7.0,play,🔵 BLUE CHIP,✅ STRONG PLAY: UNDER 41.5,AWAY,4.0,3.0,playable,true,false,,sharp;team_rating,,UNDER,7.0,4.0,playable,true,false,,sharp;ref_weather_context,,research_thin_sample,AWAY,+160 | -180,160,-180,0.3743,0.6257,0.7348,0.2652,0.3605,-0.3605,0.9105,-0.5875,0.9105,0.3605,0.0275,false,true,AFC South,AFC West,AWAY,HOME,AWAY,AWAY,non_side_pick,non_side_pick,non_side_pick,non_side_pick,5.81,-2.0,7.81,1.1,2,true,OK,OK,20.0,10.0,AWAY,10.0,30.0,win,11.5,41.5,nflverse,true,AWAY,HOU,0.758,abs<1,non_spread_pick,-3.74,3.74,0.6096,0.3904,AWAY,HOU,0.0479,0.0932
2025,REG,14,WAS@MIN,WAS,MIN,final,true,,,,pass,⚠️ PASS,⚠️ PASS: Edge score did not isolate a playable market,HOME,0.0,4.0,blocked,false,true,team-rating conflict,sharp,team_rating;injury,UNDER,0.0,4.0,lean,false,false,,,,research_thin_sample,AWAY,+110 | -124,110,-124,0.4624,0.5376,0.568,0.432,0.1056,-0.1056,0.1928,-0.2196,0.1928,0.1056,0.0298,false,true,NFC East,NFC North,,AWAY,,,no_pick,no_pick,no_pick,no_pick,,1.0,,,0,true,OK,OK,,,,,,,,,,true,HOME,MIN,4.032,abs>=3,non_spread_pick,-2.53,2.53,0.5747,0.4253,HOME,MIN,0.0855,0.122
2025,REG,14,PIT@BAL,PIT,BAL,final,true,,,,pass,⚠️ PASS,⚠️ PASS: Edge score did not isolate a playable market,HOME,0.0,4.0,blocked,false,true,team-rating conflict,sharp,team_rating;injury,UNDER,1.0,4.0,lean,false,false,,sharp,ref_weather_context,research_thin_sample,AWAY,+235 | -275,235,-275,0.2893,0.7107,0.476,0.524,0.1867,-0.1867,0.5946,-0.2855,0.5946,0.1867,0.0318,true,true,AFC North,AFC North,,HOME,,,no_pick,no_pick,no_pick,no_pick,,-3.0,,,0,true,OK,OK,,,,,,,,,,true,AWAY,PIT,0.382,abs<1,non_spread_pick,-5.12,5.12,0.6482,0.3518,AWAY,PIT,0.052,0.1257
2025,REG,14,SEA@ATL,SEA,ATL,final,true,,,,pass,⚠️ PASS,⚠️ PASS: Edge score did not isolate a playable market,HOME,0.0,4.0,blocked,false,true,team-rating conflict,sharp;injury,team_rating,UNDER,-1.0,4.0,lean,false,false,,sharp,ref_weather_context,research_thin_sample,HOME,-335 | +285,-335,285,0.7478,0.2522,0.6064,0.3936,-0.1414,0.1414,-0.2126,0.5154,0.5154,0.1414,0.0299,false,true,NFC West,NFC South,AWAY,NEUTRAL,AWAY,NEUTRAL,no_pick,no_pick,no_pick,no_pick,3.53,0.0,3.53,0.02,1,true,OK,OK,,,,,,,,,,true,HOME,ATL,8.001,abs>=3,non_spread_pick,-1.0,1.0,0.5297,0.4703,HOME,ATL,0.2775,1.0127
2025,REG,14,LAR@ARI,LAR,ARI,final,true,,,,pass,⚠️ PASS,⚠️ PASS: Edge score did not isolate a playable market,HOME,0.0,4.0,blocked,false,true,sharp spread edge required,injury,,UNDER,0.0,4.0,lean,false,false,,,,research_thin_sample,HOME,-400 | +350,-400,350,0.7826,0.2174,0.508,0.492,-0.2746,0.2746,-0.365,1.214,1.214,0.2746,0.0222,true,true,NFC West,NFC West,,AWAY,,,no_pick,no_pick,no_pick,no_pick,,1.0,,,0,true,OK,OK,,,,,,,,,,true,HOME,ARI,12.993,abs>=3,non_spread_pick,-3.49,3.49,0.6024,0.3976,HOME,ARI,0.4024,1.8917
2025,REG,14,CIN@BUF,CIN,BUF,final,true,,,,pass,⚠️ PASS,⚠️ PASS: Edge score did not isolate a playable market,AWAY,0.0,4.0,blocked,false,true,sharp spread edge required;team-rating conflict,,team_rating,OVER,2.0,4.0,lean,false,false,,ref_weather_context,,research_thin_sample,AWAY,+230 | -265,230,-265,0.2945,0.7055,0.6975,0.3025,0.403,-0.403,1.3016,-0.5833,1.3016,0.403,0.0291,false,true,AFC North,AFC East,AWAY,HOME,AWAY,NEUTRAL,no_pick,no_pick,no_pick,no_pick,4.89,-2.0,6.89,-0.29,1,true,OK,OK,,,,,,,,,,true,AWAY,CIN,0.325,abs<1,non_spread_pick,-5.67,5.67,0.6635,0.3365,AWAY,CIN,0.046,0.1106
2025,REG,14,NO@TB,NO,TB,final,true,,,,pass,⚠️ PASS,⚠️ PASS: Edge score did not isolate a playable market,HOME,0.0,5.0,blocked,false,true,sharp spread edge required;team-rating conflict,,team_rating;injury,UNDER,2.0,4.0,lean,false,false,,sharp,,research_thin_sample,AWAY,+385 | -440,385,-440,0.2019,0.7981,0.5515,0.4485,0.3496,-0.3496,1.675,-0.4496,1.675,0.3496,0.021,true,true,NFC South,NFC South,AWAY,HOME,AWAY,NEUTRAL,no_pick,no_pick,no_pick,no_pick,0.51,-3.0,3.51,-0.03,1,true,OK,OK,,,,,,,,,,true,AWAY,NO,2.555,abs2_to_3,non_spread_pick,-4.94,4.94,0.6434,0.3566,AWAY,NO,0.1334,0.5333
2025,REG,14,IND@JAX,IND,JAX,final,true,,,,pass,⚠️ PASS,⚠️ PASS: Edge score did not isolate a playable market,AWAY,0.0,4.0,blocked,false,true,sharp spread edge required;team-rating conflict,,team_rating,UNDER,0.0,4.0,lean,false,false,,sharp,ref_weather_context,research_thin_sample,HOME,-124 | +110,-124,110,0.5376,0.4624,0.227,0.773,-0.3106,0.3106,-0.5899,0.6233,0.6233,0.3106,0.0298,true,true,AFC South,AFC South,HOME,NEUTRAL,HOME,HOME,no_pick,no_pick,no_pick,no_pick,-8.36,0.0,-8.36,-0.9,1,true,OK,OK,,,,,,,,,,true,HOME,JAX,3.238,abs>=3,non_spread_pick,-0.74,0.74,0.5219,0.4781,HOME,JAX,0.0733,0.1168
2025,REG,14,DEN@LV,DEN,LV,final,true,,,,pass,⚠️ PASS,⚠️ PASS: Edge score did not isolate a playable market,HOME,0.0,3.0,blocked,false,true,team-rating conflict,sharp,team_rating,UNDER,1.0,4.0,lean,false,false,,sharp,,research_thin_sample,HOME,-410 | +350,-410,350,0.7834,0.2166,0.7778,0.2222,-0.0057,0.0057,-0.0325,0.0,0.0,0.0057,0.0261,true,true,AFC West,AFC West,AWAY,AWAY,AWAY,NEUTRAL,no_pick,no_pick,no_pick,no_pick,9.96,3.0,6.96,0.41,1,true,OK,OK,,,,,,,,,,true,HOME,LV,6.052,abs>=3,non_spread_pick,2.45,-2.45,0.4278,0.5722,HOME,LV,0.2192,0.9679
2025,REG,14,PHI@LAC,PHI,LAC,final,true,,,,pass,⚠️ PASS,⚠️ PASS: Edge score did not isolate a playable market,AWAY,0.0,4.0,blocked,false,true,sharp spread edge required;team-rating conflict,,team_rating,OVER,0.0,4.0,lean,false,false,,,,research_thin_sample,AWAY,-152 | +130,-152,130,0.5811,0.4189,0.701,0.299,0.1199,-0.1199,0.1622,-0.3123,0.1622,0.1199,0.038,false,false,NFC East,AFC West,AWAY,AWAY,AWAY,NEUTRAL,no_pick,no_pick,no_pick,no_pick,6.45,2.0,4.45,-0.38,1,true,OK,OK,,,,,,,,,,true,HOME,LAC,2.987,abs2_to_3,non_spread_pick,-1.49,1.49,0.544,0.456,HOME,LAC,0.0657,0.088
2025,REG,14,CHI@GB,CHI,GB,final,true,,,,pass,⚠️ PASS,⚠️ PASS: Edge score did not isolate a playable market,HOME,0.0,4.0,blocked,false,true,sharp spread edge required,,,UNDER,3.0,4.0,lean,false,false,,sharp;ref_weather_context,,research_thin_sample,AWAY,+270 | -285,270,-285,0.2675,0.7325,0.552,0.448,0.2845,-0.2845,1.0424,-0.3948,1.0424,0.2845,0.0105,true,true,NFC North,NFC North,,HOME,,,no_pick,no_pick,no_pick,no_pick,,-1.0,,,0,true,OK,OK,,,,,,,,,,true,AWAY,CHI,0.656,abs<1,non_spread_pick,-5.84,5.84,0.668,0.332,AWAY,CHI,0.0541,0.1453
2025,REG,14,DAL@DET,DAL,DET,final,true,,,,pass,⚠️ PASS,"⚠️ PASS: Mixed signals, no clear edge identified",,,,blocked,false,true,candidate unavailable,,,,,,blocked,false,true,candidate unavailable,,,research_thin_sample,AWAY,+140 | -154,140,-154,0.4073,0.5927,0.4513,0.5487,0.044,-0.044,0.0832,-0.0951,0.0832,0.044,0.023,false,true,NFC East,NFC North,HOME,HOME,HOME,NEUTRAL,no_pick,no_pick,no_pick,no_pick,-3.88,-3.0,-0.88,0.23,1,true,OK,OK,,,,,,,,,,true,HOME,DET,4.722,abs>=3,non_spread_pick,-8.22,8.22,0.7295,0.2705,HOME,DET,0.0986,0.1095
2025,REG,14,TEN@CLE,TEN,CLE,final,true,,,,pass,⚠️ PASS,"⚠️ PASS: Mixed signals, no clear edge identified",,,,blocked,false,true,candidate unavailable,,,,,,blocked,false,true,candidate unavailable,,,research_thin_sample,AWAY,+180 | -205,180,-205,0.347,0.653,0.6518,0.3482,0.3049,-0.3049,0.8252,-0.482,0.8252,0.3049,0.0293,false,true,AFC South,AFC North,AWAY,NEUTRAL,AWAY,NEUTRAL,no_pick,no_pick,no_pick,no_pick,5.32,0.0,5.32,-0.31,1,true,OK,OK,,,,,,,,,,true,AWAY,TEN,4.232,abs>=3,non_spread_pick,-0.27,0.27,0.5079,0.4921,AWAY,TEN,0.1368,0.3285
2025,REG,14,MIA@NYJ,MIA,NYJ,final,true,,,,pass,⚠️ PASS,"⚠️ PASS: Mixed signals, no clear edge identified",,,,blocked,false,true,candidate unavailable,,,,,,blocked,false,true,candidate unavailable,,,research_thin_sample,AWAY,-148 | +130,-148,130,0.5785,0.4215,0.5904,0.4096,0.0118,-0.0118,-0.0108,-0.0578,-0.0108,0.0118,0.0316,true,true,AFC East,AFC East,AWAY,AWAY,HOME,NEUTRAL,no_pick,no_pick,no_pick,no_pick,2.27,3.0,-0.73,0.37,1,true,OK,OK,,,,,,,,,,true,HOME,NYJ,3.999,abs>=3,non_spread_pick,-1.5,1.5,0.5444,0.4556,HOME,NYJ,0.1165,0.2194
2025,REG,15,MIA@PIT,MIA,PIT,final,true,total,UNDER,7.0,play,🔵 BLUE CHIP,✅ STRONG PLAY: UNDER 41.5,AWAY,3.0,4.0,lean,false,false,,sharp;team_rating;injury,,UNDER,7.0,4.0,playable,true,false,,sharp;ref_weather_context,,research_thin_sample,HOME,+155 | -173,155,-173,0.3823,0.6177,0.2917,0.7083,-0.0905,0.0905,-0.256,0.1176,0.1176,0.0905,0.0259,false,true,AFC East,AFC North,HOME,NEUTRAL,HOME,NEUTRAL,non_side_pick,non_side_pick,non_side_pick,non_side_pick,-9.68,0.0,-9.68,0.07,1,true,OK,OK,15.0,28.0,HOME,-13.0,43.0,loss,-1.5,41.5,nflverse,true,HOME,PIT,0.254,abs<1,non_spread_pick,-3.25,3.25,0.5956,0.4044,AWAY,MIA,0.0136,-0.0092
2025,REG,15,NYJ@JAX,NYJ,JAX,final,true,spread,HOME,5.0,play,🎯 TARGETED PLAY,🎯 TARGETED PLAY: Jacksonville Jaguars -13.5,HOME,5.0,4.0,playable,true,false,,sharp;team_rating,injury,OVER,2.0,4.0,lean,false,false,,sharp,,research_thin_sample,AWAY,+660 | -900,660,-900,0.1276,0.8724,0.2785,0.7215,0.1509,-0.1509,1.1166,-0.1983,1.1166,0.1509,0.0316,false,true,AFC East,AFC South,HOME,HOME,HOME,NEUTRAL,aligned,aligned,aligned,neutral,-13.2,-2.0,-11.2,-0.22,1,true,OK,OK,20.0,48.0,HOME,-28.0,68.0,win,15.0,-13.0,nflverse,true,AWAY,NYJ,12.105,abs>=3,conflict,-1.4,1.4,0.5413,0.4587,AWAY,NYJ,0.3349,2.5549
2025,REG,15,BUF@NE,BUF,NE,final,true,total,OVER,4.0,play,🎯 TARGETED PLAY,🎯 TARGETED PLAY: OVER 49.5,AWAY,0.0,3.0,blocked,false,true,team-rating conflict,sharp,team_rating,OVER,4.0,4.0,playable,true,false,,sharp;ref_weather_context,,research_thin_sample,AWAY,-115 | +100,-115,100,0.5169,0.4831,0.6381,0.3619,0.1212,-0.1212,0.193,-0.2762,0.193,0.1212,0.0349,true,true,AFC East,AFC East,AWAY,AWAY,HOME,AWAY,non_side_pick,non_side_pick,non_side_pick,non_side_pick,2.42,4.0,-1.58,0.86,1,true,OK,OK,35.0,31.0,AWAY,4.0,66.0,win,16.5,49.5,nflverse,true,AWAY,BUF,1.174,abs1_to_2,non_spread_pick,3.67,-3.67,0.3924,0.6076,AWAY,BUF,0.0441,0.0356
2025,REG,15,LAC@KC,LAC,KC,final,true,total,UNDER,4.0,play,🎯 TARGETED PLAY,🎯 TARGETED PLAY: UNDER 41.5,AWAY,2.0,3.0,lean,false,false,,sharp;team_rating,,UNDER,4.0,4.0,playable,true,false,,ref_weather_context,,research_thin_sample,AWAY,+220 | -238,220,-238,0.3074,0.6926,0.7076,0.2924,0.4002,-0.4002,1.2642,-0.5847,1.2642,0.4002,0.0166,true,true,AFC West,AFC West,AWAY,HOME,AWAY,AWAY,non_side_pick,non_side_pick,non_side_pick,non_side_pick,3.86,-2.0,5.86,0.95,1,true,OK,OK,16.0,13.0,AWAY,3.0,29.0,win,12.5,41.5,nflverse,true,AWAY,LAC,4.077,abs>=3,non_spread_pick,-1.42,1.42,0.5421,0.4579,AWAY,LAC,0.1487,0.4194
2025,REG,15,LV@PHI,LV,PHI,final,true,total,UNDER,4.0,play,🎯 TARGETED PLAY,🎯 TARGETED PLAY: UNDER 38.5,AWAY,2.0,4.0,lean,false,false,,sharp,,UNDER,4.0,4.0,playable,true,false,,sharp;ref_weather_context,,research_thin_sample,AWAY,+610 | -700,610,-700,0.1386,0.8614,0.26,0.74,0.1214,-0.1214,0.846,-0.1543,0.846,0.1214,0.0158,false,false,AFC West,NFC East,HOME,HOME,HOME,NEUTRAL,non_side_pick,non_side_pick,non_side_pick,non_side_pick,-17.0,-5.0,-12.0,0.0,1,true,OK,OK,0.0,31.0,HOME,-31.0,31.0,win,8.0,39.0,nflverse,true,AWAY,LV,5.81,abs>=3,non_spread_pick,-6.69,6.69,0.6905,0.3095,AWAY,LV,0.1816,1.3209
2025,REG,15,DET@LAR,DET,LAR,final,true,spread,HOME,3.0,play,📊 LEAN,👀 LEAN: Los Angeles Rams -6 (proceed with caution),HOME,3.0,3.0,playable,true,false,,sharp,,OVER,0.0,4.0,lean,false,false,,sharp,ref_weather_context,research_thin_sample,AWAY,+220 | -238,220,-238,0.3074,0.6926,0.3899,0.6101,0.0825,-0.0825,0.2477,-0.1336,0.2477,0.0825,0.0166,false,true,NFC North,NFC West,HOME,AWAY,HOME,HOME,aligned,conflict,aligned,aligned,-3.72,1.0,-4.72,-0.78,1,true,OK,OK,34.0,41.0,HOME,-7.0,75.0,win,1.5,-5.5,manual_override,true,AWAY,DET,7.478,abs>=3,conflict,1.98,-1.98,0.4415,0.5585,AWAY,DET,0.2391,0.6754
2025,REG,15,ARI@HOU,ARI,HOU,final,true,,,,pass,⚠️ PASS,⚠️ PASS: Edge score did not isolate a playable market,HOME,0.0,4.0,blocked,false,true,sharp spread edge required,team_rating,injury,OVER,1.0,4.0,lean,false,false,,sharp,,research_thin_sample,AWAY,+440 | -500,440,-500,0.1818,0.8182,0.492,0.508,0.3102,-0.3102,1.6568,-0.3904,1.6568,0.3102,0.0185,false,false,NFC West,AFC South,,HOME,,,no_pick,no_pick,no_pick,no_pick,,-1.0,,,0,true,OK,OK,,,,,,,,,,true,AWAY,ARI,9.844,abs>=3,non_spread_pick,-0.66,0.66,0.5195,0.4805,AWAY,ARI,0.3076,1.667
2025,REG,15,CAR@NO,CAR,NO,final,true,,,,pass,⚠️ PASS,⚠️ PASS: Edge score did not isolate a playable market,HOME,3.0,4.0,lean,false,false,,sharp;injury,,OVER,3.0,4.0,lean,false,false,,sharp,,research_thin_sample,HOME,-148 | +136,-148,136,0.5848,0.4152,0.3309,0.6691,-0.2539,0.2539,-0.4455,0.5791,0.5791,0.2539,0.0205,true,true,NFC South,NFC South,HOME,NEUTRAL,HOME,NEUTRAL,no_pick,no_pick,no_pick,no_pick,-5.92,0.0,-5.92,0.34,1,true,OK,OK,,,,,,,,,,true,HOME,NO,7.489,abs>=3,non_spread_pick,-4.99,4.99,0.6447,0.3553,HOME,NO,0.2168,0.444
2025,REG,15,WAS@NYG,WAS,NYG,final,true,,,,pass,⚠️ PASS,⚠️ PASS: Edge score did not isolate a playable market,AWAY,0.0,4.0,blocked,false,true,no sharp spread side;sharp spread edge required,injury,,UNDER,2.0,4.0,lean,false,false,,ref_weather_context,,research_thin_sample,AWAY,+120 | -135,120,-135,0.4417,0.5583,0.532,0.468,0.0903,-0.0903,0.1704,-0.1853,0.1704,0.0903,0.029,true,true,NFC East,NFC East,,AWAY,,,no_pick,no_pick,no_pick,no_pick,,4.0,,,0,true,OK,OK,,,,,,,,,,true,AWAY,WAS,4.682,abs>=3,non_spread_pick,2.18,-2.18,0.4356,0.5644,AWAY,WAS,0.1365,0.2643
2025,REG,15,MIN@DAL,MIN,DAL,final,true,,,,pass,⚠️ PASS,⚠️ PASS: Edge score did not isolate a playable market,HOME,0.0,4.0,blocked,false,true,team-rating conflict,sharp;injury,team_rating,OVER,1.0,4.0,lean,false,false,,sharp,,research_thin_sample,AWAY,+235 | -270,235,-270,0.2903,0.7097,0.6281,0.3719,0.3378,-0.3378,1.1043,-0.4904,1.1043,0.3378,0.0282,false,true,NFC North,NFC East,AWAY,AWAY,AWAY,NEUTRAL,no_pick,no_pick,no_pick,no_pick,4.63,1.0,3.63,-0.27,1,true,OK,OK,,,,,,,,,,true,AWAY,MIN,7.147,abs>=3,non_spread_pick,1.65,-1.65,0.4513,0.5487,AWAY,MIN,0.2445,0.7285
2025,REG,15,ATL@TB,ATL,TB,final,true,,,,pass,⚠️ PASS,⚠️ PASS: Edge score did not isolate a playable market,HOME,0.0,4.0,blocked,false,true,team-rating conflict,sharp,team_rating;injury,OVER,0.0,4.0,lean,false,false,,,,research_thin_sample,AWAY,+225 | -265,225,-265,0.2977,0.7023,0.6607,0.3393,0.363,-0.363,1.1471,-0.5326,1.1471,0.363,0.0337,true,true,NFC South,NFC South,AWAY,HOME,AWAY,AWAY,no_pick,no_pick,no_pick,no_pick,2.73,-2.0,4.73,0.83,1,true,OK,OK,,,,,,,,,,true,AWAY,ATL,1.438,abs1_to_2,non_spread_pick,-4.56,4.56,0.6328,0.3672,AWAY,ATL,0.0722,0.1935
2025,REG,15,TEN@SF,TEN,SF,final,true,,,,pass,⚠️ PASS,⚠️ PASS: Edge score did not isolate a playable market,HOME,3.0,4.0,lean,false,false,,sharp;team_rating,,OVER,2.0,4.0,lean,false,false,,sharp,,research_thin_sample,AWAY,+660 | -900,660,-900,0.1276,0.8724,0.2576,0.7424,0.1301,-0.1301,0.9578,-0.1751,0.9578,0.1301,0.0316,false,false,AFC South,NFC West,HOME,HOME,HOME,NEUTRAL,no_pick,no_pick,no_pick,no_pick,-9.72,-5.0,-4.72,-0.43,1,true,OK,OK,,,,,,,,,,true,AWAY,TEN,8.05,abs>=3,non_spread_pick,-4.45,4.45,0.6296,0.3704,AWAY,TEN,0.2334,1.5927
2025,REG,15,IND@SEA,IND,SEA,final,true,,,,pass,⚠️ PASS,⚠️ PASS: Edge score did not isolate a playable market,HOME,0.0,4.0,blocked,false,true,team-rating conflict,sharp,team_rating,OVER,2.0,4.0,lean,false,false,,sharp,,research_thin_sample,AWAY,+750 | -1000,750,-1000,0.1146,0.8854,0.337,0.663,0.2224,-0.2224,1.8645,-0.2707,1.8645,0.2224,0.0267,false,false,AFC South,NFC West,HOME,NEUTRAL,HOME,HOME,no_pick,no_pick,no_pick,no_pick,-6.4,0.0,-6.4,-1.24,2,true,OK,OK,,,,,,,,,,true,AWAY,IND,10.081,abs>=3,non_spread_pick,-3.42,3.42,0.6003,0.3997,AWAY,IND,0.2718,1.9976
2025,REG,15,CLE@CHI,CLE,CHI,final,true,,,,pass,⚠️ PASS,"⚠️ PASS: Mixed signals, no clear edge identified",,,,blocked,false,true,candidate unavailable,,,,,,blocked,false,true,candidate unavailable,,,research_thin_sample,AWAY,+340 | -390,340,-390,0.2221,0.7779,0.2908,0.7092,0.0687,-0.0687,0.2797,-0.109,0.2797,0.0687,0.0232,false,false,AFC North,NFC North,HOME,HOME,HOME,NEUTRAL,no_pick,no_pick,no_pick,no_pick,-8.63,-3.0,-5.63,-0.49,1,true,OK,OK,,,,,,,,,,true,AWAY,CLE,3.755,abs>=3,non_spread_pick,-3.75,3.75,0.6097,0.3903,AWAY,CLE,0.1475,0.5418
2025,REG,15,BAL@CIN,BAL,CIN,final,true,,,,pass,⚠️ PASS,"⚠️ PASS: Mixed signals, no clear edge identified",,,,blocked,false,true,candidate unavailable,,,,,,blocked,false,true,candidate unavailable,,,research_thin_sample,HOME,-140 | +125,-140,125,0.5676,0.4324,0.456,0.544,-0.1116,0.1116,-0.2183,0.224,0.224,0.1116,0.0278,true,true,AFC North,AFC North,,AWAY,,,no_pick,no_pick,no_pick,no_pick,,2.0,,,0,true,OK,OK,,,,,,,,,,true,HOME,CIN,0.888,abs<1,non_spread_pick,1.61,-1.61,0.4523,0.5477,HOME,CIN,0.0457,0.0674
